aid,sex,feedingInterval,name,weight,originCountry,dob,enclosureID,speciesName
20280,F,09,XVVk,74.93,EGY,2003-3-28,20280,AHZz
20281,M,08,EKB,65785.52,PCN,1997-10-18,20281,AHaA
20282,M,03,pnolPm,660292.29,VIR,1947-11-18,20282,AHaB
20283,F,23,WPW,5203221.4,QAT,1957-6-12,20283,AHaC
20284,M,11,oA,36.8,KIR,1927-11-4,20284,AHaD
20285,F,12,oQZvRXB,8542.6,GLP,1958-5-12,20285,AHaE
20286,F,18,cr,8.7,TCA,1934-6-6,20286,AHaF
20287,F,20,uTzwoLfE,744386.8,ECU,1957-3-16,20287,AHaG
20288,F,19,z,47.79,ROU,2002-2-2,20288,AHaH
20289,F,08,rnyND,13929272.78,SVK,2017-3-14,20289,AHaI
20290,F,14,RUvfoxrP,4691312.27,ABW,1990-1-9,20290,AHaJ
20291,F,19,IzzEJf,422591.1,UGA,1965-6-9,20291,AHaK
20292,F,09,xWL,5230.57,STP,1993-8-23,20292,AHaL
20293,M,01,wN,5.43,TGO,2008-11-15,20293,AHaM
20294,M,07,N,13479.9,SWZ,2015-10-15,20294,AHaN
20295,F,09,rrJHFE,85281.2,PNG,1976-9-9,20295,AHaO
20296,F,18,keOyvJl,6080024.6,SJM,1931-1-12,20296,AHaP
20297,M,20,GgOYmcXd,25244.12,BLM,2018-4-13,20297,AHaQ
20298,F,21,amfD,81052.65,NZL,1929-1-22,20298,AHaR
20299,M,13,prkWZq,85.1,SYR,1961-4-15,20299,AHaS
20300,M,20,cccsUBBW,47.15,GNQ,1995-1-22,20300,AHaT
20301,M,06,gVPdjPfi,38781.31,LBR,1958-6-13,20301,AHaU
20302,M,17,bDpzZ,73.56,BLM,1993-4-5,20302,AHaV
20303,F,14,VQPlE,733511.25,PCN,2001-2-5,20303,AHaW
20304,M,16,ERlsv,8.6,NAM,2007-7-24,20304,AHaX
20305,M,01,uvqOjLht,114559.61,PAN,2001-3-19,20305,AHaY
20306,F,23,VQTO,45086.6,NPL,2004-6-10,20306,AHaZ
20307,M,11,H,2021182.80,MCO,1945-6-16,20307,AHaa
20308,M,16,r,34410.85,KIR,1925-4-14,20308,AHab
20309,M,09,B,6116.50,NPL,1997-10-5,20309,AHac
20310,F,14,ahQ,2862.51,NER,1952-3-11,20310,AHad
20311,M,04,G,8.7,ISR,1959-2-19,20311,AHae
20312,F,08,tGWRghva,84593.3,GNB,1995-4-1,20312,AHaf
20313,M,23,x,38.39,ECU,1952-1-25,20313,AHag
20314,F,20,TwKMBXJD,3.13,CXR,1946-7-7,20314,AHah
20315,F,16,ZORieHIy,155.46,USA,1942-2-9,20315,AHai
20316,F,16,U,825529.6,ISR,1981-2-18,20316,AHaj
20317,M,06,m,4020764.27,SHN,1926-9-11,20317,AHak
20318,M,17,fd,9729.4,SLE,2016-10-19,20318,AHal
20319,M,22,xCAjlA,332423.2,MRT,1946-1-16,20319,AHam
20320,M,21,xgf,9068722.7,SDN,1993-4-2,20320,AHan
20321,F,16,LCCXtKaX,745.8,NAM,1928-12-19,20321,AHao
20322,M,22,TZiPYBEs,653461.93,GIB,1945-5-21,20322,AHap
20323,M,23,xkEcFAG,25156.97,PHL,2019-6-20,20323,AHaq
20324,M,11,ssXH,505883.76,MUS,1943-2-5,20324,AHar
20325,M,21,CgnSjUwS,65899.1,SAU,1980-12-24,20325,AHas
20326,F,04,CHydm,4203091.3,PER,2015-1-15,20326,AHat
20327,M,16,jqdtQ,7.22,TKL,1963-4-4,20327,AHau
20328,M,22,Lk,414.2,SAU,2022-3-20,20328,AHav
20329,M,03,injLh,24068979.1,COG,1997-6-1,20329,AHaw
20330,F,10,xNIHrhF,93257208.48,RUS,1996-6-10,20330,AHax
20331,M,19,n,85109.74,PCN,2004-4-21,20331,AHay
20332,M,19,THn,34744.97,ITA,2005-5-7,20332,AHaz
20333,F,08,b,37856881.53,TLS,1990-7-2,20333,AHbA
20334,M,04,PIGsG,442173.45,BWA,1992-12-4,20334,AHbB
20335,F,19,hCCKxsPl,225170.42,MKD,1944-9-9,20335,AHbC
20336,F,03,whF,60457915.2,VCT,1967-8-20,20336,AHbD
20337,F,08,xsT,6.82,MLT,1955-8-22,20337,AHbE
20338,F,18,ukjQc,136.28,VUT,1969-1-21,20338,AHbF
20339,F,23,hDLFU,6729.11,ZMB,2009-7-15,20339,AHbG
20340,M,03,KDgKr,98828301.16,MNE,1954-1-10,20340,AHbH
20341,M,06,Gqz,57.59,ASM,1957-9-12,20341,AHbI
20342,M,16,EKjULvh,885.4,PRK,1968-10-17,20342,AHbJ
20343,M,03,RqmZFL,8547.9,FIN,2007-12-24,20343,AHbK
20344,F,16,C,29420960.2,GIB,1975-3-18,20344,AHbL
20345,M,02,NDIupq,58.55,AIA,1999-10-11,20345,AHbM
20346,M,23,NyRBPJN,3048073.33,CIV,1932-9-1,20346,AHbN
20347,F,22,o,3.81,NAM,2002-5-20,20347,AHbO
20348,F,14,pTl,948.97,MSR,1957-4-22,20348,AHbP
20349,F,08,OuoMXN,37723793.3,GUF,1947-6-13,20349,AHbQ
20350,M,14,R,6458024.80,MDV,2020-8-20,20350,AHbR
20351,M,15,Y,918183.35,CHN,2002-1-10,20351,AHbS
20352,M,07,XgQGeifV,5.8,NLD,1980-5-20,20352,AHbT
20353,F,11,hbC,5.39,KNA,2023-8-5,20353,AHbU
20354,M,10,fNvpXUm,5.2,GHA,2001-9-23,20354,AHbV
20355,M,12,UN,4329.94,FRA,2017-1-24,20355,AHbW
20356,F,09,nLzmy,540280.7,NAM,1989-8-3,20356,AHbX
20357,F,03,ENfKz,422530.7,GRC,2019-9-21,20357,AHbY
20358,F,09,BYcQFmc,8734200.42,QAT,1986-6-24,20358,AHbZ
20359,F,08,YkA,697.58,HUN,1962-5-19,20359,AHba
20360,M,22,dqacZ,96310263.57,HUN,1989-2-1,20360,AHbb
20361,M,21,Rc,975781.31,IMN,1946-9-1,20361,AHbc
20362,F,12,SGEUDMk,891721.5,CHE,1968-6-3,20362,AHbd
20363,M,17,QaGe,46253540.26,FRO,1954-5-22,20363,AHbe
20364,M,15,lNMNp,53.51,CZE,1931-6-7,20364,AHbf
20365,M,14,OJ,51008266.4,IDN,1960-12-10,20365,AHbg
20366,M,18,CAmO,22838.58,SSD,1991-4-15,20366,AHbh
20367,F,04,iRW,78.7,ATA,1937-3-20,20367,AHbi
20368,M,16,oLrGU,25879.2,IRL,1952-6-25,20368,AHbj
20369,F,14,AULkxxYN,2053.53,NZL,1954-2-2,20369,AHbk
20370,M,20,GrnT,36.73,VNM,2001-4-25,20370,AHbl
20371,M,06,aK,296358.60,GLP,1997-7-19,20371,AHbm
20372,M,23,rYWVd,6859170.59,MUS,2010-12-4,20372,AHbn
20373,M,04,gIgC,7.64,MYT,2015-7-2,20373,AHbo
20374,F,23,JgYyw,8.82,CHN,1949-10-13,20374,AHbp
20375,M,12,IoRMJ,2612286.81,SWZ,1982-4-26,20375,AHbq
20376,M,08,AMlgxE,237813.7,DZA,1987-2-3,20376,AHbr
20377,F,08,jH,565998.80,SGP,1942-8-13,20377,AHbs
20378,M,14,LeqgldHB,75858.12,UZB,2010-7-16,20378,AHbt
20379,F,09,m,583383.27,TJK,1934-6-28,20379,AHbu
20380,F,01,pePLz,585862.55,UKR,1949-4-23,20380,AHbv
20381,F,22,W,399.97,MUS,1967-7-11,20381,AHbw
20382,F,20,cnUyIMSe,17444482.5,PRK,1931-8-4,20382,AHbx
20383,F,17,Cfj,554.9,BHS,1933-4-23,20383,AHby
20384,F,10,hj,351.4,COK,1937-3-8,20384,AHbz
20385,F,02,SwXCd,60995405.2,YEM,1989-4-7,20385,AHcA
20386,F,08,Q,609176.9,LVA,1976-6-4,20386,AHcB
20387,M,11,MwROFS,9620.46,JEY,2017-8-15,20387,AHcC
20388,M,21,dSLFilu,32100501.77,SMR,1952-9-3,20388,AHcD
20389,F,10,LEgeHcxd,81.62,BLR,2001-9-14,20389,AHcE
20390,F,14,f,771483.2,ABW,1958-1-17,20390,AHcF
20391,M,05,cPQUhj,8.6,PLW,1993-7-13,20391,AHcG
20392,M,01,SwnECIp,16538.34,GAB,2004-5-9,20392,AHcH
20393,F,07,wMTHxYO,9760712.6,VIR,1941-2-4,20393,AHcI
20394,F,06,ujbE,18566692.12,KWT,2011-4-3,20394,AHcJ
20395,F,04,LmgNLiFa,74092.53,TKL,1926-7-6,20395,AHcK
20396,F,12,b,87064.9,HKG,2000-4-4,20396,AHcL
20397,M,23,HyJVJfgh,91.1,DEU,1932-6-10,20397,AHcM
20398,M,02,exJhmu,5861.6,DMA,1935-4-28,20398,AHcN
20399,F,11,HU,83138892.20,FLK,1992-3-9,20399,AHcO
20400,M,05,HizN,5132.7,FRO,1940-11-15,20400,AHcP
20401,M,03,VobdY,84.94,GHA,1934-6-17,20401,AHcQ
20402,F,12,fsh,28322.85,NZL,1958-8-20,20402,AHcR
20403,M,07,OFGu,473652.5,BLZ,2009-11-20,20403,AHcS
20404,M,11,c,905.58,SRB,2009-5-20,20404,AHcT
20405,M,05,pRYRt,96.54,CHN,1943-8-8,20405,AHcU
20406,M,13,QqiVx,52356.4,PER,2013-4-12,20406,AHcV
20407,F,19,Tmj,9056.11,BGD,1962-2-10,20407,AHcW
20408,M,18,BbA,41428655.55,DNK,2018-2-19,20408,AHcX
20409,M,09,q,39976437.4,CYM,1986-11-24,20409,AHcY
20410,F,20,x,49502573.8,CAF,1962-12-22,20410,AHcZ
20411,F,15,x,4763.2,MTQ,2001-9-13,20411,AHca
20412,M,17,YSiBlzRr,3.4,BGD,1966-11-9,20412,AHcb
20413,M,05,n,95881.7,PCN,1961-5-13,20413,AHcc
20414,F,04,QrXc,6994005.25,DZA,1941-11-26,20414,AHcd
20415,F,13,ZYrXgVqc,693.84,BRN,1966-10-16,20415,AHce
20416,M,09,tFmQNn,115057.65,CUB,1968-2-14,20416,AHcf
20417,F,12,ZHNWFubA,47090.5,TCA,1925-1-9,20417,AHcg
20418,M,12,YDPv,639322.12,BEN,1925-7-4,20418,AHch
20419,M,04,giPAqCQh,7064.7,FIN,1966-11-12,20419,AHci
20420,M,18,oOrJNFY,78822975.88,TJK,2016-12-5,20420,AHcj
20421,M,11,PBMwo,5805876.99,LTU,2011-12-25,20421,AHck
20422,M,07,qzVTg,31.69,ARE,1970-4-1,20422,AHcl
20423,F,22,aaJ,447.5,ARE,1966-12-24,20423,AHcm
20424,F,16,s,29.3,GRD,1962-9-4,20424,AHcn
20425,M,10,qauPtd,26.8,MTQ,1977-10-5,20425,AHco
20426,M,07,fT,746.8,BEN,1998-7-15,20426,AHcp
20427,M,14,oXSTt,34335.2,NIC,1942-10-3,20427,AHcq
20428,F,04,dRtRPYpN,9.4,FSM,1958-8-22,20428,AHcr
20429,F,14,aXI,7.5,GEO,1926-6-26,20429,AHcs
20430,F,07,MWFNU,1861677.7,STP,1970-5-15,20430,AHct
20431,F,03,qjmOS,61.5,DOM,1982-9-23,20431,AHcu
20432,F,12,sTigEkN,947828.27,UMI,1997-1-11,20432,AHcv
20433,M,23,FbKrRS,379327.60,COM,1990-12-16,20433,AHcw
20434,F,07,XHfdnAh,448.95,MNG,1970-2-8,20434,AHcx
20435,M,08,e,8222561.27,BOL,1925-11-14,20435,AHcy
20436,F,21,bUJHet,553086.8,TKL,1987-9-26,20436,AHcz
20437,F,10,XgpUFKU,30503.36,SOM,2020-10-11,20437,AHdA
20438,M,12,uy,98995142.3,FLK,1995-1-14,20438,AHdB
20439,F,18,mNA,80.1,FJI,1987-10-20,20439,AHdC
20440,M,07,oOuPiVQ,7976607.50,COD,2001-7-13,20440,AHdD
20441,F,15,LzqHTIi,69232.21,BVT,1935-6-5,20441,AHdE
20442,M,18,LAovgx,46280.5,MSR,1929-9-1,20442,AHdF
20443,M,01,aivP,558.76,VCT,1983-7-18,20443,AHdG
20444,F,09,dTyE,76038.60,CCK,1971-3-17,20444,AHdH
20445,F,20,tYD,806760.7,MOZ,1949-2-20,20445,AHdI
20446,M,02,LV,6160602.9,PCN,1986-4-3,20446,AHdJ
20447,F,14,HVuZ,2.3,NLD,1946-7-4,20447,AHdK
20448,M,15,XdOUGdNG,2351933.95,HKG,2002-10-17,20448,AHdL
20449,M,18,SMpxFo,54643695.2,GHA,1974-6-4,20449,AHdM
20450,F,06,kwY,63772.9,BEL,1928-12-18,20450,AHdN
20451,M,07,L,57.8,PRY,1958-3-23,20451,AHdO
20452,F,23,DPBU,46762211.43,TGO,1977-9-22,20452,AHdP
20453,M,05,P,30.4,MMR,1945-11-14,20453,AHdQ
20454,F,17,MNS,4.63,VEN,1928-2-17,20454,AHdR
20455,M,23,RYifpa,98161412.71,NER,1995-9-12,20455,AHdS
20456,M,08,dXRuk,5196.9,CAN,2003-4-19,20456,AHdT
20457,M,04,CyKH,252428.6,VEN,1987-8-21,20457,AHdU
20458,F,15,Ji,122871.1,BMU,1995-6-18,20458,AHdV
20459,M,05,PRQoNafT,851.56,DJI,1975-8-8,20459,AHdW
20460,M,21,o,6509.7,MLI,1972-12-12,20460,AHdX
20461,F,12,MXl,375.7,PCN,1927-8-9,20461,AHdY
20462,F,14,XtoAAbh,259.3,JPN,1940-6-22,20462,AHdZ
20463,F,13,mOfeQok,18149893.6,DEU,1968-5-7,20463,AHda
20464,M,22,pMyy,7108843.50,LKA,2009-12-17,20464,AHdb
20465,M,13,cubRJCC,6937748.1,MEX,2020-8-21,20465,AHdc
20466,F,06,HK,334464.4,LKA,1958-5-24,20466,AHdd
20467,M,04,Y,66611743.4,HTI,2016-12-22,20467,AHde
20468,F,15,sZftpbSr,82.3,MMR,2014-12-7,20468,AHdf
20469,F,14,DXaFXCwH,4.2,COM,2006-1-3,20469,AHdg
20470,F,07,uFQoGy,50419748.3,GIN,1942-5-5,20470,AHdh
20471,F,02,CLfZDO,854424.47,WLF,1965-4-1,20471,AHdi
20472,M,07,TMHf,848.86,KHM,1954-11-3,20472,AHdj
20473,M,03,jzVmf,2286.7,TWN,1964-11-19,20473,AHdk
20474,F,02,eZj,4377030.65,BEL,2017-12-1,20474,AHdl
20475,M,08,DqyTOabi,66554727.22,SVN,2006-10-4,20475,AHdm
20476,M,10,YJ,11969249.82,NFK,1990-4-19,20476,AHdn
20477,F,10,WFVOHtNk,2.8,BLM,2022-2-2,20477,AHdo
20478,F,14,dF,3266.9,BHR,2019-1-25,20478,AHdp
20479,M,04,vip,265.4,AND,1938-11-24,20479,AHdq
20480,M,18,xAPG,5214.5,GHA,1959-6-12,20480,AHdr
20481,M,12,ZraLENgV,53.74,BHS,1926-10-25,20481,AHds
20482,F,16,Z,1187584.30,ATF,2002-3-19,20482,AHdt
20483,M,02,L,6583.4,NLD,1932-4-10,20483,AHdu
20484,F,17,egyG,8193159.7,GTM,1989-12-8,20484,AHdv
20485,M,23,iAvbGLAk,7526616.17,GRC,1992-9-11,20485,AHdw
20486,M,18,ZeZV,3.62,NLD,1958-6-10,20486,AHdx
20487,F,18,dIghaHUN,7.62,LTU,1963-5-9,20487,AHdy
20488,M,13,fflrjij,2.24,SJM,1933-9-13,20488,AHdz
20489,F,08,hk,92321148.3,MDV,1931-10-24,20489,AHeA
20490,F,07,BW,717464.1,SGP,1936-7-3,20490,AHeB
20491,F,22,OB,9.24,WLF,1986-2-18,20491,AHeC
20492,F,09,XjQ,56.9,LKA,1987-11-5,20492,AHeD
20493,F,22,nsyKxtf,8.6,IRN,2002-10-2,20493,AHeE
20494,M,01,UDPzR,6655435.2,DJI,1980-6-22,20494,AHeF
20495,F,10,v,27680320.95,NZL,1974-11-20,20495,AHeG
20496,M,17,v,76158.60,BWA,1971-4-5,20496,AHeH
20497,M,12,yUbxLKYe,7.8,QAT,1982-4-11,20497,AHeI
20498,M,21,xsJzmRRX,6002.14,IRN,1949-10-25,20498,AHeJ
20499,F,02,VssyRhVN,325.42,KEN,1967-7-21,20499,AHeK
20500,F,18,Ns,1.2,LKA,1973-3-6,20500,AHeL
20501,F,21,yl,21334133.34,LBR,1960-1-21,20501,AHeM
20502,M,14,MrRsY,98929771.24,EGY,1960-1-19,20502,AHeN
20503,F,13,TTuryvV,641737.6,CAF,1972-9-8,20503,AHeO
20504,M,12,npUSv,49.2,GRL,2020-2-2,20504,AHeP
20505,M,21,Gmqpsa,6.73,ECU,2002-6-22,20505,AHeQ
20506,F,09,ta,5.7,BWA,2016-4-22,20506,AHeR
20507,M,15,ghAxAd,81139.10,LAO,1993-1-2,20507,AHeS
20508,F,02,yNcH,6153.86,HND,2020-7-4,20508,AHeT
20509,M,01,rNM,8.69,GRD,1976-9-8,20509,AHeU
20510,M,03,STBe,62000.5,IRL,1970-4-2,20510,AHeV
20511,F,11,ZCpt,8727.6,COL,1963-1-26,20511,AHeW
20512,F,13,T,4329.2,BLR,1947-8-16,20512,AHeX
20513,F,08,Mq,9.17,SAU,2011-10-21,20513,AHeY
20514,M,04,yUftl,712695.5,LVA,1978-4-4,20514,AHeZ
20515,F,17,DSP,7.23,GNQ,2007-10-16,20515,AHea
20516,M,10,Cmjohu,3262.9,SJM,1983-12-19,20516,AHeb
20517,F,08,fM,769940.18,RUS,1974-12-28,20517,AHec
20518,F,15,aDIoDD,3.50,MDA,2018-1-6,20518,AHed
20519,M,02,tpT,4429871.45,VGB,2011-5-12,20519,AHee
20520,F,14,c,45.2,CHL,1976-11-22,20520,AHef
20521,M,03,O,104.22,VAT,1981-1-6,20521,AHeg
20522,F,20,QZS,218.8,VNM,1926-2-27,20522,AHeh
20523,M,22,eELPb,6047556.11,FSM,1996-3-21,20523,AHei
20524,F,20,sCeDJGnm,974.8,GMB,1950-6-23,20524,AHej
20525,M,22,prDWyK,1418228.92,VIR,2015-10-3,20525,AHek
20526,M,10,GnisBkwk,325218.4,EST,1963-7-2,20526,AHel
20527,F,18,dD,7959.71,MAF,1941-9-24,20527,AHem
20528,M,06,Y,8.42,GBR,1944-4-6,20528,AHen
20529,F,02,KumTh,8470.9,IRL,1950-10-6,20529,AHeo
20530,M,01,wbaDy,47.9,ALB,1989-12-26,20530,AHep
20531,M,13,FdgXPGO,14296.94,BFA,1996-9-17,20531,AHeq
20532,F,04,vogOJYwI,5427919.3,IRL,1933-4-25,20532,AHer
20533,M,08,HAAeDlK,5.56,GRL,1933-9-10,20533,AHes
20534,F,09,I,706.23,LTU,1963-10-28,20534,AHet
20535,M,12,gkssg,5121009.8,NIU,2004-11-5,20535,AHeu
20536,F,03,KnU,21054.65,DZA,1962-8-4,20536,AHev
20537,M,13,EQM,96.9,GIB,1954-4-24,20537,AHew
20538,M,14,cnD,5.8,POL,1948-8-25,20538,AHex
20539,F,22,dbBcYEeY,41.2,ZWE,1972-1-19,20539,AHey
20540,F,05,z,596800.6,SHN,1973-4-24,20540,AHez
20541,M,17,stC,64.40,TTO,1981-3-15,20541,AHfA
20542,M,05,qRNHcP,89804996.1,MDA,1999-4-10,20542,AHfB
20543,M,11,e,370649.7,COM,1964-1-9,20543,AHfC
20544,M,17,PPkQJdk,442.75,CHE,1987-8-2,20544,AHfD
20545,F,12,UcYh,7.3,IRL,1965-5-8,20545,AHfE
20546,F,17,FJVOdWyA,3.70,IRL,1956-11-1,20546,AHfF
20547,F,03,wZkXAI,3839801.9,ISL,1991-8-12,20547,AHfG
20548,M,01,e,284.9,AUT,1925-2-16,20548,AHfH
20549,F,08,caHLemYX,6274096.82,GNB,2014-10-22,20549,AHfI
20550,M,15,ffgS,8478.16,DNK,1996-9-7,20550,AHfJ
20551,F,07,BxZcZoC,74485.25,SRB,1970-4-20,20551,AHfK
20552,M,04,Z,3.2,ZAF,1989-8-21,20552,AHfL
20553,M,14,vpbiKmEx,44.4,HRV,1979-11-23,20553,AHfM
20554,M,12,fC,81692.6,ARE,1965-7-19,20554,AHfN
20555,M,14,S,785.66,HUN,1976-10-7,20555,AHfO
20556,M,15,x,3993788.1,BRN,1962-2-6,20556,AHfP
20557,M,13,iVY,60705.3,COL,1954-7-18,20557,AHfQ
20558,M,11,GCo,6.53,MNG,2021-10-15,20558,AHfR
20559,M,01,MVnhN,150774.52,SJM,1971-2-28,20559,AHfS
20560,F,14,TCQA,54239.8,MDG,1943-5-19,20560,AHfT
20561,F,18,vPtn,522.6,IOT,2009-2-27,20561,AHfU
20562,F,04,ybEHIe,1049.32,GNQ,1934-12-9,20562,AHfV
20563,F,13,FPSGts,116.33,NER,2017-5-12,20563,AHfW
20564,M,18,qjv,171.42,MYT,2023-9-22,20564,AHfX
20565,M,21,oGbZ,4.6,GMB,1982-8-24,20565,AHfY
20566,M,17,GlHfu,900447.7,NER,1944-9-25,20566,AHfZ
20567,M,05,elAiI,76465.4,CXR,1975-10-12,20567,AHfa
20568,F,01,rtSs,763121.92,PER,1965-3-3,20568,AHfb
20569,M,16,RWpnP,1734832.2,MAR,2024-1-17,20569,AHfc
20570,F,12,SCGjCjg,371.90,ESH,1988-2-6,20570,AHfd
20571,F,20,ww,5772922.4,PSE,1931-10-27,20571,AHfe
20572,F,23,zHmms,688.8,REU,1946-9-14,20572,AHff
20573,F,22,AA,2423.39,GRL,1929-2-7,20573,AHfg
20574,M,19,L,960.4,SYR,1965-2-16,20574,AHfh
20575,M,06,lJooyT,4928.58,SDN,1935-6-20,20575,AHfi
20576,F,22,zsgyiu,6813.14,CYP,1960-9-7,20576,AHfj
20577,F,05,awg,80.2,LUX,1947-11-4,20577,AHfk
20578,M,21,bVZpFpJh,9469782.39,GIB,1981-3-18,20578,AHfl
20579,M,12,dOjCuNq,6794.3,SVK,1927-4-8,20579,AHfm
20580,M,11,TEXoTP,38845.47,ABW,2018-2-25,20580,AHfn
20581,F,12,maZv,50.71,NER,1983-10-23,20581,AHfo
20582,M,10,VWNgBC,6606.7,SMR,1933-6-19,20582,AHfp
20583,F,13,IkKNof,616600.4,LBY,1936-7-25,20583,AHfq
20584,M,13,dBIh,1171.9,FJI,2009-5-23,20584,AHfr
20585,F,13,FShXtg,5.62,BHR,2010-8-11,20585,AHfs
20586,M,09,GN,858154.2,CYP,1999-6-3,20586,AHft
20587,F,12,eBiBLZy,89412.9,WSM,1999-5-4,20587,AHfu
20588,F,19,Ohhh,9.11,CHE,1991-3-9,20588,AHfv
20589,F,06,vqFzzLvv,4643.6,BEL,1941-9-9,20589,AHfw
20590,F,01,Yje,5396.64,QAT,1929-7-7,20590,AHfx
20591,F,03,EGlXtny,64.33,CAN,1929-9-2,20591,AHfy
20592,F,09,neiZ,6756936.7,MLT,2024-11-17,20592,AHfz
20593,F,10,GkQC,254.77,RWA,1966-1-25,20593,AHgA
20594,F,08,xEvW,81314875.5,ROU,1956-4-14,20594,AHgB
20595,F,18,LDCOh,89781.96,JAM,1998-5-8,20595,AHgC
20596,M,09,UMDW,814.28,LIE,1940-9-3,20596,AHgD
20597,F,05,zlcjY,7068508.8,COL,1961-6-23,20597,AHgE
20598,F,09,WOZkupWZ,19.1,NPL,2004-1-15,20598,AHgF
20599,M,10,mStc,507223.49,MAC,1994-5-7,20599,AHgG
20600,M,20,wRekBN,19064963.35,GGY,1994-5-14,20600,AHgH
20601,M,03,bqFzvg,767025.22,LBR,2014-6-16,20601,AHgI
20602,F,06,YiEWbP,7.22,MAF,1928-9-2,20602,AHgJ
20603,F,21,scgDU,444.44,NFK,2004-6-1,20603,AHgK
20604,F,19,nUdRxbKB,3970082.4,CMR,1939-12-9,20604,AHgL
20605,M,03,V,98156779.41,VCT,2013-1-27,20605,AHgM
20606,M,22,C,806427.47,THA,1985-3-14,20606,AHgN
20607,M,12,uT,6668506.88,BLR,1952-9-14,20607,AHgO
20608,F,08,daXYwizO,5534.71,POL,1990-9-7,20608,AHgP
20609,M,14,dRCJ,860733.50,SWZ,2016-7-6,20609,AHgQ
20610,M,15,AWR,156754.9,HND,1945-10-28,20610,AHgR
20611,M,04,TcHkgCuo,549461.8,CAF,1987-6-28,20611,AHgS
20612,F,01,eAmPOYRa,35643.8,PRT,2018-3-5,20612,AHgT
20613,F,11,BNcayWrO,75720298.13,IOT,1961-10-2,20613,AHgU
20614,M,10,yagCk,5064.7,SAU,1935-3-1,20614,AHgV
20615,F,14,SY,32338896.5,SRB,1970-12-3,20615,AHgW
20616,M,18,Qah,82.22,USA,1935-7-11,20616,AHgX
20617,M,04,viHhyU,284981.4,DNK,1936-10-1,20617,AHgY
20618,M,06,Ii,7691880.4,TTO,1995-8-26,20618,AHgZ
20619,F,18,yxGkj,14313722.3,KIR,1934-2-22,20619,AHga
20620,F,08,b,950.72,GUF,1938-8-21,20620,AHgb
20621,F,01,t,72132.8,BWA,1949-3-11,20621,AHgc
20622,M,17,iJ,4.78,PAN,1927-10-13,20622,AHgd
20623,F,18,NMlXJF,35725.39,DEU,1948-7-9,20623,AHge
20624,M,11,Pyztvm,970727.2,USA,2010-9-4,20624,AHgf
20625,M,19,XuC,286302.6,MNP,2014-6-25,20625,AHgg
20626,M,21,UVbOnEQX,2553536.77,KGZ,1926-2-3,20626,AHgh
20627,F,16,zTQLhq,30980892.4,NCL,1944-11-2,20627,AHgi
20628,F,18,fWJFohLL,219.8,BIH,1947-11-9,20628,AHgj
20629,F,06,KfZKhdGV,761.25,VCT,1963-3-25,20629,AHgk
20630,M,03,dBzcaSx,5.7,GRC,1992-4-5,20630,AHgl
20631,F,20,MvSbi,595.15,CXR,1958-2-24,20631,AHgm
20632,F,21,Z,40849.7,RWA,1974-7-8,20632,AHgn
20633,F,18,IFpJnFPS,236.6,MLT,1998-9-2,20633,AHgo
20634,F,14,Xw,3884.3,TCA,1999-6-24,20634,AHgp
20635,M,13,xjJhi,3.57,ZWE,1931-10-18,20635,AHgq
20636,F,09,oC,42.7,GHA,1957-11-9,20636,AHgr
20637,M,05,xrRdEe,802.7,CHN,1984-4-8,20637,AHgs
20638,M,04,juhgtQdq,9.28,SYR,1967-10-20,20638,AHgt
20639,F,17,miRsp,1963.93,TGO,2024-4-1,20639,AHgu
20640,M,11,ce,12012.33,COL,1953-10-21,20640,AHgv
20641,F,03,CrpOgG,8071.3,SHN,1948-1-7,20641,AHgw
20642,F,23,XfkHi,513760.38,NPL,1938-6-16,20642,AHgx
20643,F,20,REZFl,504717.71,USA,1988-11-18,20643,AHgy
20644,F,06,pxdb,1.2,MAF,1968-5-12,20644,AHgz
20645,M,14,lBSyRCL,96564695.61,DNK,2017-7-5,20645,AHhA
20646,M,21,eJy,2899.64,ZMB,1936-9-1,20646,AHhB
20647,F,16,hOUTN,7.5,PLW,2022-8-4,20647,AHhC
20648,M,21,KRzYW,81447.62,BLR,2009-10-10,20648,AHhD
20649,M,19,zR,21955.49,BDI,2018-5-21,20649,AHhE
20650,F,07,zkqKodtw,9552.2,CZE,2019-4-9,20650,AHhF
20651,F,09,jTBQqLCV,8.74,MOZ,1999-3-14,20651,AHhG
20652,M,20,EMJaijJ,8844.61,LAO,1964-2-3,20652,AHhH
20653,F,12,Lo,75439858.50,MWI,2005-9-22,20653,AHhI
20654,M,16,soyZGi,45.38,GIN,1946-6-16,20654,AHhJ
20655,F,05,zJ,268587.3,JOR,1925-10-23,20655,AHhK
20656,F,13,sFtEgp,29.9,ZMB,1931-9-15,20656,AHhL
20657,M,21,AE,8019694.95,KIR,1949-5-13,20657,AHhM
20658,F,23,WiuhWs,7787.96,SWZ,1979-1-17,20658,AHhN
20659,F,18,hW,1012482.77,GRC,1957-4-15,20659,AHhO
20660,F,10,SUw,8121972.65,NZL,1963-11-20,20660,AHhP
20661,M,23,GZTb,5958586.92,TCD,1979-6-7,20661,AHhQ
20662,M,04,AzRWyJLD,7768.56,TKM,2015-7-3,20662,AHhR
20663,F,23,lZjCk,44520.8,EGY,1991-3-22,20663,AHhS
20664,M,03,p,5694370.59,ETH,1946-7-15,20664,AHhT
